,QQQ,VEU,STC,AlRajhi,BonyanREIT,AlinmaHospitalityREIT
2013-06-27,0.2389062945840525,0.1721609038886087,0.24952562963752478,0.31058285158770343,0.0,0.0
2013-06-28,0.23923558138172832,0.1718452643160996,0.24951888772735806,0.31057445997804084,0.0,0.0
2013-06-30,0.24858608244225333,0.19132077580117296,0.24952915814479942,0.27735883649713566,0.0,0.0
2013-07-01,0.2476504698222732,0.19144474514808968,0.24768407925138783,0.2803409087598496,0.0,0.0
2013-07-02,0.24605705254581453,0.1886867953887509,0.24660240578159714,0.2859966066375211,0.0,0.0
2013-07-03,0.24719337143949857,0.1884545126761866,0.2455131141518925,0.2861605715661811,0.0,0.0
2013-07-04,0.24625935957551534,0.1877424436201447,0.24458545108372054,0.28885523157752707,0.0,0.0
2013-07-05,0.24752670431194204,0.1878708508089196,0.2439812003114289,0.2881416118753419,0.0,0.0
2013-07-07,0.24677157141454722,0.18729771079034374,0.24628505195458736,0.2872625745575694,0.0,0.0
2013-07-08,0.24687522830530137,0.18782821427127833,0.24676036009367347,0.28616816346642104,0.0,0.0
2013-07-09,0.24669560026626,0.18785943289806822,0.2481223174078177,0.28517036052082406,0.0,0.0
2013-07-10,0.24768885909811572,0.1878307527646854,0.24769794479698756,0.28468262329633776,0.0,0.0
2013-07-11,0.2511652011875208,0.19220171750936532,0.24628293805107623,0.2784311894557161,0.0,0.0
2013-07-12,0.2522953212969132,0.19101507079052607,0.24630683838390785,0.2784582095901653,0.0,0.0
2013-07-14,0.2513765356800554,0.19031944988585275,0.24720554256036503,0.2792876721725962,0.0,0.0
2013-07-15,0.2521455383368912,0.1918393956164094,0.24560625141777925,0.2785700563411131,0.0,0.0
2013-07-16,0.2514528341064048,0.19144199207051876,0.24525646644486604,0.2800527944005088,0.0,0.0
2013-07-17,0.2523524225533718,0.19234806788071243,0.24311962923255187,0.28034795487262726,0.0,0.0
2013-07-18,0.251915771437718,0.19328704042610864,0.24331078832562678,0.2796269421986753,0.0,0.0
2013-07-19,0.2499909601707691,0.19369119127646892,0.2439765852238309,0.2803921148079598,0.0,0.0
2013-07-21,0.24964765944827833,0.19342520435494226,0.241241162998556,0.2837781916526683,0.0,0.0
2013-07-22,0.24886627522841076,0.19349081691483702,0.2391824905887201,0.2867435424294406,0.0,0.0
2013-07-23,0.24693654875859622,0.19419605144772092,0.2414703388892679,0.28569055566858065,0.0,0.0
2013-07-24,0.24799400836575008,0.19357351027210068,0.24351367693867562,0.28317661497975427,0.0,0.0
2013-07-25,0.24950148379018822,0.1940659505230499,0.2434580820200244,0.28123704717351317,0.0,0.0
2013-07-26,0.250746665907394,0.1930090074361515,0.24337463020023167,0.28114064559511814,0.0,0.0
2013-07-28,0.25143718557148537,0.19354052602882796,0.24222821250124715,0.2809751475772235,0.0,0.0
2013-07-29,0.2517031561088132,0.1923212541075163,0.24415034892352244,0.27991087066064546,0.0,0.0
2013-07-30,0.25176443931910547,0.19097903593895427,0.24231392933560705,0.28318679064040503,0.0,0.0
2013-07-31,0.2597889451110933,0.2132877150187851,0.24125549501789187,0.26222654302014275,0.0,0.0
2013-08-01,0.26055016194492325,0.21450497318671308,0.24132033045939996,0.26034922346351647,0.0,0.0
2013-08-02,0.261355969757962,0.21501560423844132,0.24071431681670172,0.259695423673899,0.0,0.0
2013-08-04,0.2596769358180292,0.21363427555685108,0.24390394186528686,0.25971351255614145,0.0,0.0
2013-08-05,0.2574777054222299,0.21101378538686905,0.24461437206502878,0.2640312421444572,0.0,0.0
2013-08-06,0.2565067530538916,0.21080591713132943,0.24515606800193632,0.2646159365345656,0.0,0.0
2013-08-07,0.25649239701758586,0.20987252945021512,0.24559141318354774,0.2650858383154467,0.0,0.0
2013-08-08,0.25682603469907656,0.21148689877824658,0.24469406726262136,0.2641172633452382,0.0,0.0
2013-08-09,0.25596219264449915,0.21198957640614494,0.24485945517038554,0.2642957793267564,0.0,0.0
2013-08-11,0.25596173215787643,0.21198919502808636,0.24485901465804896,0.26429530384766486,0.0,0.0
2013-08-12,0.2564437164572546,0.21175491071836133,0.24474419082300924,0.2641713655870574,0.0,0.0
2013-08-13,0.25538897035866165,0.21122097334457987,0.2499342328300315,0.260789477372639,0.0,0.0
2013-08-14,0.2560877285760003,0.21264344680689526,0.2451289935712682,0.2633238513189239,0.0,0.0
2013-08-15,0.2521170404947975,0.211335519380803,0.24665463387527575,0.2670420877906058,0.0,0.0
2013-08-16,0.2520077521364684,0.21146240998036234,0.2466457165247445,0.2670324333686879,0.0,0.0
2013-08-18,0.2513780018560827,0.2109339797600727,0.24602936560767716,0.2688622782938254,0.0,0.0
2013-08-19,0.25120324914174574,0.20913538437518361,0.24686752476989904,0.26997221415856015,0.0,0.0
2013-08-20,0.25200883707686744,0.20853330699416908,0.24950091361094728,0.2671601695807958,0.0,0.0
2013-08-21,0.2519749993775099,0.206441054469106,0.25149976433680715,0.26721010085312374,0.0,0.0
2013-08-22,0.253422734152577,0.20775584400494954,0.24990339172130374,0.26613425486238074,0.0,0.0
2013-08-23,0.25426727262453075,0.2087101187159518,0.24906828115505644,0.26524490507506854,0.0,0.0
2013-08-25,0.2552617082057257,0.2095263809350894,0.2494581417949406,0.26295373881789613,0.0,0.0
2013-08-26,0.25740083091008653,0.20981957544441504,0.24729579949753386,0.26250288876191,0.0,0.0
2013-08-27,0.2595391321911435,0.2121776041648898,0.24304439709327755,0.26158102803708,0.0,0.0
2013-08-28,0.2608138742669097,0.21216758897898977,0.24147889297630323,0.2618551519292821,0.0,0.0
2013-08-29,0.2616776396960906,0.2115238835555851,0.24058818325558914,0.2626113089672495,0.0,0.0
2013-08-30,0.26484076084514907,0.23035606314290913,0.23422182119450638,0.260477212090177,0.0,0.0
2013-09-01,0.2639237932621287,0.22955849315489005,0.23517025459896296,0.26127750890513,0.0,0.0
2013-09-02,0.2628052637623166,0.22858560646152876,0.23417358482548023,0.2644074841083632,0.0,0.0
2013-09-03,0.26385987229058433,0.2318233749355955,0.23203225503065156,0.2622724511380972,0.0,0.0
2013-09-04,0.26776282944797375,0.23473736553333802,0.23005110339032972,0.25739505464859297,0.0,0.0
2013-09-05,0.2677052342736869,0.23489465578197033,0.22961257922743628,0.2577522594725335,0.0,0.0
2013-09-06,0.2675976483390626,0.2357833625090254,0.2292516304681845,0.2573470754074271,0.0,0.0
2013-09-08,0.26766784896556467,0.23584521708760503,0.2298953887733977,0.25656784556128204,0.0,0.0
2013-09-09,0.2683962803386699,0.2378429055704968,0.22785550514666933,0.255969769848604,0.0,0.0
2013-09-10,0.266201356091392,0.23691806217039754,0.22946043374879357,0.2576129696357003,0.0,0.0
2013-09-11,0.2661148396697348,0.23818374563636352,0.22868327586522758,0.2571945354868676,0.0,0.0
2013-09-12,0.2658029098706644,0.23652910687608264,0.22913287087230108,0.2587159690065924,0.0,0.0
2013-09-13,0.26563968955764794,0.23731544656178305,0.22884562370897674,0.2583916356714365,0.0,0.0
2013-09-15,0.2621601123351821,0.23420688464556197,0.2348594471729808,0.259093659154432,0.0,0.0
2013-09-16,0.260383493531887,0.23498905069807002,0.23614057245499717,0.2588458938673789,0.0,0.0
2013-09-17,0.2620992429315815,0.23545164640159413,0.2372411025945752,0.2555671259239453,0.0,0.0
2013-09-18,0.2628122631436426,0.24014867268587295,0.2350670969475613,0.25241868051466815,0.0,0.0
2013-09-19,0.26339402027155395,0.23804410014799485,0.2350242840685685,0.2539852981404023,0.0,0.0
2013-09-20,0.26327047950171506,0.23668489517444755,0.2357229020771233,0.2547402784348526,0.0,0.0
2013-09-23,0.26285051865557857,0.23688836595848595,0.23582460120012516,0.2548501823206515,0.0,0.0
2013-09-24,0.2631495712793422,0.23657756625903348,0.2355347370207152,0.2551401327307912,0.0,0.0
2013-09-25,0.2629108802650907,0.23717537535337058,0.23612991098437458,0.25416083130523454,0.0,0.0
2013-09-26,0.2623859592116702,0.235838208944365,0.24215463860797184,0.2500906540471909,0.0,0.0
2013-09-27,0.26240577844893764,0.23514488292823268,0.2424793078601638,0.2504259635258631,0.0,0.0
2013-09-29,0.2637081957512802,0.2363119942849006,0.24033709643918702,0.2500505217960914,0.0,0.0
2013-09-30,0.2669366578914209,0.2413491395527879,0.23017704512976833,0.26141467087940584,0.0,0.0
2013-10-01,0.26864620859200317,0.24198988409960415,0.2287945279689576,0.2604473364499852,0.0,0.0
2013-10-02,0.2685533472442543,0.24184891382077095,0.22986326251805966,0.2596124201868247,0.0,0.0
2013-10-03,0.2661764509557474,0.2414484672752745,0.23105278634858817,0.26119988065897265,0.0,0.0
2013-10-04,0.2676477528523998,0.24149545792189975,0.2303403052514131,0.2603944371042988,0.0,0.0
2013-10-06,0.26756429393466746,0.2414201539100385,0.22973785442815714,0.2611556793262017,0.0,0.0
2013-10-07,0.2664849402904913,0.24047496351819606,0.23232748688878724,0.260590054923384,0.0,0.0
2013-10-08,0.2628843348277757,0.2399970437526542,0.23316383666096402,0.263831496774618,0.0,0.0
2013-10-09,0.2614345518501566,0.24041436652402826,0.2331355815856002,0.26489250005583753,0.0,0.0
2013-10-10,0.26397134699348834,0.2421979832335245,0.23263164928347582,0.26107739264006524,0.0,0.0
2013-10-11,0.26514853972821917,0.242700224607861,0.23184050412678953,0.26018950780004596,0.0,0.0
2013-10-13,0.2653705376282803,0.2429034274626175,0.23203461458697913,0.2595700855550838,0.0,0.0
2013-10-14,0.26658875737841237,0.24289443843073455,0.23146400093066413,0.2589317573649031,0.0,0.0
2013-10-15,0.2662073130790735,0.2420675123971333,0.23203419959109747,0.25956962131177813,0.0,0.0
2013-10-16,0.2678613192798403,0.2428981734363511,0.23086173577232544,0.25825802159942224,0.0,0.0
2013-10-17,0.26824845827010363,0.24459191644818812,0.2298798092859689,0.2571595702216998,0.0,0.0
2013-10-18,0.2710213567047309,0.2446320069119159,0.2285524178569046,0.2556746576907802,0.0,0.0
2013-10-20,0.27101280566848535,0.24462428849007878,0.23270044861215583,0.25154289077050895,0.0,0.0
2013-10-21,0.271303029225261,0.24444758232442765,0.23451579357369937,0.24961415266471204,0.0,0.0
2013-10-22,0.27088605587018916,0.2458861602787489,0.23588365444599058,0.24722503499483364,0.0,0.0
2013-10-23,0.27097372388344204,0.24465215123495954,0.23792028360151318,0.24633397206121313,0.0,0.0
2013-10-24,0.27164857154310607,0.24510892792692335,0.2364303110531944,0.24669253788504542,0.0,0.0
2013-10-25,0.27311687443991145,0.24448654039299555,0.23601643551168267,0.2462606981296043,0.0,0.0
2013-10-27,0.27368470186361515,0.24499484352383025,0.23442805548511605,0.24677268984767436,0.0,0.0
2013-10-28,0.2747707115084676,0.2458591334728615,0.2332145488937382,0.24603544132505484,0.0,0.0
2013-10-29,0.276739999605933,0.24783937605663073,0.23291634740071274,0.2423834454391377,0.0,0.0
2013-10-30,0.2720623611654564,0.24306723704245536,0.2462352909876622,0.23851619783918476,0.0,0.0
2013-10-31,0.2610164755642167,0.24731898470157176,0.22476074154798856,0.266903798186223,0.0,0.0
2013-11-01,0.26132043457195,0.2465613650290868,0.22496812910430058,0.2671500712946627,0.0,0.0
2013-11-03,0.2600038063422641,0.24531909840696467,0.22796271372055607,0.2667143815302152,0.0,0.0
2013-11-04,0.2603579421300262,0.24637673552186548,0.22748436119814028,0.26578096114996796,0.0,0.0
2013-11-05,0.25879136010459125,0.24234019534089696,0.22955063275885437,0.2693178117956574,0.0,0.0
2013-11-06,0.2570321673004679,0.24258896551260145,0.23192953985870826,0.2684493273282223,0.0,0.0
2013-11-07,0.24950999003525182,0.23631531135445408,0.24414877850765784,0.27002592010263626,0.0,0.0
2013-11-08,0.25177838674425335,0.2362866176452993,0.24308528636556986,0.26884970924487755,0.0,0.0
2013-11-10,0.25295788470574815,0.237393541823522,0.24309344889065587,0.2665551245800741,0.0,0.0
2013-11-11,0.2516428681460493,0.23629337161800762,0.2455908276146487,0.26647293262129423,0.0,0.0
2013-11-12,0.2502185825525209,0.23382831009356173,0.2505267362511995,0.2654263711027179,0.0,0.0
2013-11-13,0.2555772622104764,0.23678937358297586,0.2415418845558487,0.26609147965069907,0.0,0.0
2013-11-14,0.2554782507178853,0.23753476181228877,0.2418239189554053,0.2651630685144206,0.0,0.0
2013-11-15,0.25528221366735665,0.23908500471351257,0.24117798646802185,0.264454795151109,0.0,0.0
2013-11-17,0.25235026969083213,0.23633908744267396,0.24727895908261383,0.2640316837838801,0.0,0.0
2013-11-18,0.2506755453745798,0.23751005022330451,0.2469482028034466,0.2648662015986691,0.0,0.0
2013-11-19,0.2513938561640742,0.23807487374634081,0.24501633407127602,0.26551493601830894,0.0,0.0
2013-11-20,0.25182489446623113,0.23753777506617033,0.24490669783522348,0.2657306326323751,0.0,0.0
2013-11-21,0.2534932040081938,0.23765509955659567,0.2440502901495302,0.26480140628568033,0.0,0.0
2013-11-22,0.25433057783739377,0.23787212012807296,0.24354459220016692,0.2642527098343664,0.0,0.0
2013-11-24,0.253541489768582,0.23713409620074152,0.24501636299064145,0.264308051040035,0.0,0.0
2013-11-25,0.25595387646922413,0.2375868555197489,0.24115179250954608,0.2653074755014808,0.0,0.0
2013-11-26,0.25771463037303344,0.23788245491123594,0.2404248611061594,0.26397805360957116,0.0,0.0
2013-11-27,0.2590903708385189,0.2384464597104296,0.23891325585361967,0.26354991359743185,0.0,0.0
2013-11-28,0.2590903708385189,0.2384464597104296,0.23891325585361967,0.26354991359743185,0.0,0.0
2013-11-29,0.2600234089948615,0.23873434846249456,0.2079357358487514,0.2762537086284503,0.0,0.0
2013-12-01,0.2607868377888558,0.23943527256942887,0.20560889094297993,0.2770647895862376,0.0,0.0
2013-12-02,0.2600988580179909,0.23622250117468838,0.20664560722122252,0.27992271242441075,0.0,0.0
2013-12-03,0.26131506458128834,0.2369480178334739,0.20679717295863853,0.2777339807041247,0.0,0.0
2013-12-04,0.2615253371212405,0.23581778020212818,0.20775461213709673,0.2776974196569012,0.0,0.0
2013-12-05,0.2623638979113182,0.23563057803178197,0.20671123093697572,0.2780106852612218,0.0,0.0
2013-12-06,0.26295985365397817,0.237520091566195,0.20568723068214884,0.27663348378425473,0.0,0.0
2013-12-08,0.26221301425310956,0.23684550432249743,0.20608426703699836,0.2777053746157053,0.0,0.0
2013-12-09,0.2621906890990444,0.23600764769969085,0.20816335286991425,0.2765561099736858,0.0,0.0
2013-12-10,0.2616188476780631,0.23537259340429773,0.20980553389919518,0.27614488464463605,0.0,0.0
2013-12-11,0.26037613963394046,0.23439455786750762,0.210546151986257,0.2774834486883525,0.0,0.0
2013-12-12,0.2602760886388884,0.23337982585769296,0.2110101552844852,0.27809496893785834,0.0,0.0
2013-12-13,0.26005118619577416,0.23338486358086946,0.21110121530946044,0.2782149789666782,0.0,0.0
2013-12-15,0.26005083371925936,0.23338454724820998,0.21110092918032664,0.2782146018707395,0.0,0.0
2013-12-16,0.26092157050282,0.23454785692514304,0.21064090539198266,0.2766768152453367,0.0,0.0
2013-12-17,0.2610835182279092,0.23415614387034928,0.2082317682407522,0.27926929141245616,0.0,0.0
2013-12-18,0.26244207568200156,0.2360009385797978,0.2069097144444069,0.27749622369068744,0.0,0.0
2013-12-19,0.26078651482709037,0.23464564828363818,0.20911037008801173,0.27836565611563874,0.0,0.0
2013-12-20,0.2624976354839962,0.2347424122177222,0.20836056550357887,0.277367523670001,0.0,0.0
2013-12-22,0.26025742006707914,0.23273906628325383,0.2123743981969404,0.27774127915426305,0.0,0.0
2013-12-23,0.2621350115998062,0.23423692987670441,0.21360400220595036,0.27319014464403407,0.0,0.0
2013-12-24,0.26359239363231624,0.23585701147159016,0.2117920175692079,0.27183748841015404,0.0,0.0
2013-12-25,0.26529175953341166,0.23737756886441155,0.2131574292482845,0.26714172577679396,0.0,0.0
2013-12-26,0.2651840865036223,0.23749317502598696,0.21236672755250913,0.26798633883315004,0.0,0.0
2013-12-27,0.26444381418593327,0.23837390285251248,0.21230618095443993,0.26790993486284653,0.0,0.0
2013-12-29,0.2639317203758598,0.23791229326444327,0.21383021445824624,0.26739112893152694,0.0,0.0
2013-12-30,0.2633185158926508,0.23894214127623833,0.21365080217434246,0.26716677685266493,0.0,0.0
2013-12-31,0.2632708645574286,0.24928867713491232,0.20611204881683695,0.28132840949082216,0.0,0.0
2014-01-01,0.2612578372908133,0.2473825607662263,0.21218229170169087,0.27917731024126957,0.0,0.0
2014-01-02,0.26079089521436544,0.24388848502278904,0.21540087014972778,0.2799197496131177,0.0,0.0
2014-01-03,0.2593966874506626,0.24434847830086845,0.2158071334973068,0.2804477007511621,0.0,0.0
2014-01-05,0.25964674395700676,0.24458402844383645,0.2140864866611025,0.2816827409380542,0.0,0.0
2014-01-06,0.25932697311085534,0.24464598405862578,0.21558228279036448,0.2804447600401545,0.0,0.0
2014-01-07,0.2613113837049342,0.24538695762458104,0.21620232604877893,0.27709933262170583,0.0,0.0
2014-01-08,0.2610412186410754,0.24435438585502509,0.22128125729986525,0.27332313820403437,0.0,0.0
2014-01-09,0.26025164702385645,0.24403425515984278,0.22230959030012284,0.27340450751617795,0.0,0.0
2014-01-10,0.2602194521698265,0.24571731984746106,0.22156923573292261,0.27249399224978993,0.0,0.0
2014-01-12,0.2584836314710579,0.2440782371183236,0.22294950985426618,0.27448862155635234,0.0,0.0
2014-01-13,0.2566700731928932,0.24389414703749585,0.2227850854375086,0.2766506943321023,0.0,0.0
2014-01-14,0.259796254653047,0.24414349091013926,0.22127935290867257,0.27478090152814116,0.0,0.0
2014-01-15,0.26000886557923186,0.242835638737742,0.2234432429272024,0.2737122527558237,0.0,0.0
2014-01-16,0.26005585231948153,0.24275541000909384,0.2244052121721651,0.2727835254992595,0.0,0.0
2014-01-17,0.25914113358125834,0.24260006289696642,0.2248881844038185,0.2733706191179567,0.0,0.0
2014-01-19,0.25865033412434807,0.24214059134387583,0.2273035700031925,0.2719055045285837,0.0,0.0
2014-01-20,0.2601286715423465,0.24352456595891664,0.22384006788300742,0.2725066946157295,0.0,0.0
2014-01-21,0.257935106477593,0.24050463765221203,0.232458372381699,0.26910188348849595,0.0,0.0
2014-01-22,0.26006257666595445,0.24214876647889805,0.2281130137650176,0.2696756430901299,0.0,0.0
2014-01-23,0.260530398980619,0.2409896943200333,0.2274031684168173,0.2710767382825304,0.0,0.0
2014-01-24,0.2583415774022827,0.23745088213055573,0.23001607627694817,0.27419146419021345,0.0,0.0
2014-01-26,0.2585894341454989,0.23767869603070485,0.22927734227376584,0.2744545275500304,0.0,0.0
2014-01-27,0.25858864960881595,0.23856889229219452,0.23055005865887332,0.27229239944011635,0.0,0.0
2014-01-28,0.2584669024571284,0.24057251240590885,0.22960692099372546,0.2713536641432372,0.0,0.0
2014-01-29,0.2560465811474602,0.2384265376614163,0.2308909319844936,0.27463594920663,0.0,0.0
2014-01-30,0.256793177759582,0.23585390236983417,0.2330929802407446,0.27425993962983924,0.0,0.0
2014-01-31,0.25704724582241417,0.23378163341784197,0.1930626866280613,0.2883677509758011,0.0,0.0
2014-02-02,0.25506697609896484,0.23198059995772963,0.19628612952733496,0.2891371598755411,0.0,0.0
2014-02-03,0.25286031704974615,0.23109077060316577,0.19676898894627026,0.2913456881785406,0.0,0.0
2014-02-04,0.25456492431266076,0.2333127063304363,0.19505685296628442,0.2891461087504533,0.0,0.0
2014-02-05,0.2544403313136832,0.23395204114914597,0.1938720336080476,0.2897551771193882,0.0,0.0
2014-02-06,0.25626777806915646,0.23673708068167004,0.1920124039642019,0.28715401850607014,0.0,0.0
2014-02-07,0.2589436116049307,0.2377435417845314,0.19061699984312558,0.28506719550643883,0.0,0.0
2014-02-09,0.2578726441373794,0.2367602558973317,0.1929662492466364,0.28488430685608374,0.0,0.0
2014-02-10,0.25948389891091955,0.2356698812881157,0.19228139807322356,0.2850318622108577,0.0,0.0
2014-02-11,0.26184696627373405,0.23920454688807433,0.19106438365650255,0.28041112803683277,0.0,0.0
2014-02-12,0.2619604493647629,0.23904439829948101,0.19156389279145136,0.27999672892948413,0.0,0.0
2014-02-13,0.26281644139648347,0.23868522753218335,0.19233178057196726,0.2788429244495862,0.0,0.0
2014-02-14,0.2629137410734849,0.23940056558217684,0.1920174197086737,0.27838716356497006,0.0,0.0
2014-02-16,0.2628028933854804,0.23929963134004326,0.19038238347615388,0.2802433408007992,0.0,0.0
2014-02-17,0.26306191235354254,0.2395354854540101,0.19057002466940695,0.27953180218119267,0.0,0.0
2014-02-18,0.2633453172064417,0.24015755268586444,0.18984529536204775,0.2794527457643611,0.0,0.0
2014-02-19,0.2625010915231831,0.239168164843492,0.19054559270662494,0.280483585192962,0.0,0.0
2014-02-20,0.2638659654665127,0.24030077096175953,0.18986488426919065,0.2786507111038668,0.0,0.0
2014-02-21,0.26346693106906116,0.24078663185460744,0.18983081470500113,0.27860070971300954,0.0,0.0
2014-02-23,0.2625391219919541,0.2399386923360719,0.19071278066359298,0.2795885438989976,0.0,0.0
2014-02-24,0.26248347410963574,0.2404255805512504,0.19197296669709582,0.2780452463090773,0.0,0.0
2014-02-25,0.2620475005206186,0.23938688361456267,0.19263676234688953,0.27886904802323925,0.0,0.0
2014-02-26,0.2622777111620073,0.23904598878633904,0.19220505478443484,0.2793615226906552,0.0,0.0
2014-02-27,0.2628973421491744,0.2394919846990253,0.19141724603245602,0.2791927000027284,0.0,0.0
2014-02-28,0.26507338805978137,0.25500190298169756,0.18714328788812687,0.29278142107039434,0.0,0.0
2014-03-02,0.2656172016233784,0.2555250543044294,0.1875272232919583,0.2913305207802341,0.0,0.0
2014-03-03,0.26665843168433573,0.25337492497092257,0.18738385636678906,0.2925827869779526,0.0,0.0
2014-03-04,0.26697992621964817,0.2549498593714256,0.18676064861709143,0.29130956579183487,0.0,0.0
2014-03-05,0.2672391323754441,0.25424418564295426,0.18567703666990903,0.2928396453116926,0.0,0.0
2014-03-06,0.2621351006917968,0.252385385993109,0.18893307014285962,0.2965464431722346,0.0,0.0
2014-03-07,0.2616188885171873,0.2514489863657217,0.1894983801095005,0.29743374500759046,0.0,0.0
2014-03-09,0.2602008907840308,0.25008611041019735,0.1928886065279762,0.29682439227779567,0.0,0.0
2014-03-10,0.26204386253514544,0.250191157767495,0.1911201798468554,0.29664479985050424,0.0,0.0
2014-03-11,0.2613715537204849,0.2487325872195114,0.1907117064593783,0.2991841526006255,0.0,0.0
2014-03-12,0.2626317184534515,0.24844426403867695,0.18942603553031617,0.2994979819775554,0.0,0.0
2014-03-13,0.26067774655078074,0.24605964512288822,0.1907122884585379,0.30255031986779307,0.0,0.0
2014-03-14,0.25941082017114636,0.24634690820361868,0.19109105998206113,0.3031512116431738,0.0,0.0
2014-03-16,0.25844244559116003,0.24542730090425768,0.19411069830909874,0.3020195551954835,0.0,0.0
2014-03-17,0.2598741398396307,0.24708566118873787,0.19199569195016708,0.30104450702146435,0.0,0.0
2014-03-18,0.26169193275697245,0.24753780618317908,0.19325347227084894,0.2975167887889996,0.0,0.0
2014-03-19,0.26205043594800187,0.24606914221473905,0.19233486917630377,0.2995455526609554,0.0,0.0
2014-03-20,0.26182653919672777,0.24462908088470997,0.19609512299843068,0.29744925692013163,0.0,0.0
2014-03-21,0.2595454734554908,0.24525106003903333,0.19675431151634987,0.298449154989126,0.0,0.0
2014-03-23,0.25709094607820016,0.24293171525077376,0.199323016584707,0.300654322086319,0.0,0.0
2014-03-24,0.25561364381935864,0.24436797056409434,0.1984488361762821,0.3015695494402649,0.0,0.0
2014-03-25,0.2557558853806495,0.2463248898507926,0.19717035568860133,0.3007488690799567,0.0,0.0
2014-03-26,0.25268383577289877,0.2467417161370912,0.19956106267483464,0.30101338541517547,0.0,0.0
2014-03-27,0.2514480750504973,0.24862373213299038,0.1997050900857472,0.300223102730765,0.0,0.0
2014-03-28,0.251388076304542,0.24977919517662414,0.19926748764724286,0.29956524087159103,0.0,0.0
2014-03-30,0.25169229832563106,0.2500814701798768,0.19729192686388455,0.30093430463060755,0.0,0.0
2014-03-31,0.25314005192939665,0.2515413413144355,0.18865877327986016,0.28357944791376033,0.0,0.0
2014-04-01,0.2550012966883905,0.2506498463528373,0.18888751648873298,0.28261082769054263,0.0,0.0
2014-04-02,0.25525447441551147,0.25094536694130837,0.1878824829934681,0.2831014943104423,0.0,0.0
2014-04-03,0.2541145958621458,0.25083195410292186,0.18712252648498315,0.28503308394393584,0.0,0.0
2014-04-04,0.24922517107892647,0.2519781760319379,0.18853671381652032,0.2871872349376957,0.0,0.0
2014-04-06,0.24957791278764033,0.25233481421574305,0.1902338592703509,0.28474623782628194,0.0,0.0
2014-04-07,0.24817213104372812,0.25251478501829,0.19025762767517246,0.28585637010029935,0.0,0.0
2014-04-08,0.24793672491635868,0.25091172937924655,0.19615582466117634,0.28202890353892884,0.0,0.0
2014-04-09,0.2505436526543741,0.252043332230793,0.19346560455543388,0.28112844032712436,0.0,0.0
2014-04-10,0.245979749912386,0.2510068390855338,0.19601241184336307,0.28387982009370055,0.0,0.0
2014-04-11,0.24404814996125523,0.2510124062609684,0.19676223045466076,0.28496576343002455,0.0,0.0
2014-04-13,0.2466952238319516,0.25373501809776994,0.19671869171380033,0.2793860090830852,0.0,0.0
2014-04-14,0.24676874086292805,0.2528427791007063,0.19884766125724224,0.2782496792769045,0.0,0.0
2014-04-15,0.24628576364811033,0.2502634221215462,0.19923834860477838,0.2810416332412041,0.0,0.0
2014-04-16,0.24750803680583264,0.2510424351083126,0.19973416616945333,0.2787330570874034,0.0,0.0
2014-04-17,0.2473483249197433,0.25196513806013726,0.20026916541335252,0.2774534086101583,0.0,0.0
2014-04-20,0.2456036628222873,0.25018791144501296,0.2059082448533418,0.275496401438312,0.0,0.0
2014-04-21,0.24782427441568314,0.25068802034712084,0.20270710628235075,0.2759384359004502,0.0,0.0
2014-04-22,0.2518850816162078,0.25343516683316614,0.1944336259302066,0.2772108764890655,0.0,0.0
2014-04-23,0.2524772586857585,0.2555297002708765,0.1894181587228988,0.27927872563007977,0.0,0.0
2014-04-24,0.25462839253051417,0.25526487185109903,0.18994132702929523,0.27689156697218953,0.0,0.0
2014-04-25,0.25195135938575497,0.25521583611701526,0.19099710483068735,0.2784306526170784,0.0,0.0
2014-04-27,0.25203435173812033,0.2552999037825039,0.19178376276164882,0.27746738519516234,0.0,0.0
2014-04-28,0.2543477695336204,0.25762399251937596,0.1885494902917633,0.2759238887515163,0.0,0.0
2014-04-29,0.2563561561190888,0.2592323823086371,0.18707799165511582,0.27377871262549136,0.0,0.0
2014-04-30,0.26526624514865127,0.2673299906306117,0.18329226451436542,0.2841114997063716,0.0,0.0
2014-05-01,0.262060727646466,0.26388347781119226,0.190956068844911,0.28309972569743064,0.0,0.0
2014-05-02,0.261694049488227,0.2640477804903142,0.19103758841785523,0.28322058160360364,0.0,0.0
2014-05-04,0.26028185066168646,0.26262288005223283,0.1900066782434878,0.287088591042593,0.0,0.0
2014-05-05,0.26178822352625464,0.2622477237480996,0.18872415822312655,0.28723989450251924,0.0,0.0
2014-05-06,0.2595469973429128,0.263365425637093,0.18748242098548995,0.2896051560345041,0.0,0.0
2014-05-07,0.25876729934531206,0.2639000754582863,0.1888478563739556,0.2884847688224461,0.0,0.0
2014-05-08,0.258756464638228,0.26418458431796765,0.18831958735212945,0.28873936369167486,0.0,0.0
2014-05-09,0.25955920385536546,0.26366605303712154,0.1882073959318292,0.28856734717568394,0.0,0.0
2014-05-11,0.25981867417184407,0.2639296287963704,0.1863099407710208,0.2899417562607646,0.0,0.0
2014-05-12,0.26288545267150537,0.2648242385370803,0.18476186619875662,0.2875284425926577,0.0,0.0
2014-05-13,0.26200755845689216,0.2640677129388819,0.18539807658993307,0.28852665201429273,0.0,0.0
2014-05-14,0.2617961404931246,0.2653394272913663,0.1841419575087365,0.2887224747067726,0.0,0.0
